Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
PV159773.1,Influenza A virus,GenBank,GCA_047941035.1,SRR31960198,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-21,24-038180-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H5N1,2,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024-12-13,SAMN46201399,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-038180-001-original/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PV159774.1,Influenza A virus,GenBank,GCA_047941035.1,SRR31960198,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-21,24-038180-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024-12-13,SAMN46201399,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-038180-001-original/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PV159775.1,Influenza A virus,GenBank,GCA_047941035.1,SRR31960198,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-21,24-038180-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024-12-13,SAMN46201399,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-038180-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PV159776.1,Influenza A virus,GenBank,GCA_047941035.1,SRR31960198,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-21,24-038180-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024-12-13,SAMN46201399,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-038180-001-original/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PV159777.1,Influenza A virus,GenBank,GCA_047941035.1,SRR31960198,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-21,24-038180-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024-12-13,SAMN46201399,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-038180-001-original/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PV159778.1,Influenza A virus,GenBank,GCA_047941035.1,SRR31960198,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-21,24-038180-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H5N1,7,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024-12-13,SAMN46201399,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-038180-001-original/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PV159779.1,Influenza A virus,GenBank,GCA_047941035.1,SRR31960198,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-21,24-038180-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024-12-13,SAMN46201399,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-038180-001-original/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PV070690.1,Influenza A virus,GenBank,GCA_047521275.1,SRR31885886,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-006-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H5N1,1,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070078,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-006-original/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PV070691.1,Influenza A virus,GenBank,GCA_047521275.1,SRR31885886,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-006-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H5N1,2,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070078,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-006-original/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PV070692.1,Influenza A virus,GenBank,GCA_047521275.1,SRR31885886,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-006-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070078,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-006-original/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PV070693.1,Influenza A virus,GenBank,GCA_047521275.1,SRR31885886,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-006-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070078,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-006-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PV070694.1,Influenza A virus,GenBank,GCA_047521275.1,SRR31885886,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-006-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070078,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-006-original/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PV070695.1,Influenza A virus,GenBank,GCA_047521275.1,SRR31885886,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-006-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070078,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-006-original/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PV070696.1,Influenza A virus,GenBank,GCA_047521275.1,SRR31885886,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-006-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H5N1,7,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070078,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-006-original/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PV070697.1,Influenza A virus,GenBank,GCA_047521275.1,SRR31885886,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-006-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070078,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-006-original/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PV070698.1,Influenza A virus,GenBank,GCA_047521295.1,SRR31885873,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-013-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H5N1,1,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070084,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-013-original/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PV070699.1,Influenza A virus,GenBank,GCA_047521295.1,SRR31885873,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-013-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H5N1,2,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070084,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-013-original/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PV070700.1,Influenza A virus,GenBank,GCA_047521295.1,SRR31885873,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-013-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070084,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-013-original/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PV070701.1,Influenza A virus,GenBank,GCA_047521295.1,SRR31885873,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-013-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070084,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-013-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PV070702.1,Influenza A virus,GenBank,GCA_047521295.1,SRR31885873,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-013-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070084,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-013-original/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PV070703.1,Influenza A virus,GenBank,GCA_047521295.1,SRR31885873,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-013-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070084,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-013-original/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PV070704.1,Influenza A virus,GenBank,GCA_047521295.1,SRR31885873,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-013-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H5N1,7,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070084,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-013-original/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PV070705.1,Influenza A virus,GenBank,GCA_047521295.1,SRR31885873,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-013-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: WA,USA,WA,Lynx rufus,lung,2024,SAMN46070084,PRJNA1102327,"Influenza A virus (A/Bobcat/WA/24-037410-013-original/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PV070730.1,Influenza A virus,GenBank,GCA_047522295.1,SRR31885769,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037944-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H5N1,1,,USA: OR,USA,OR,Anatidae,feces,2024-11-26,SAMN46069842,PRJNA980729,"Influenza A virus (A/Duck/OR/24-037944-001-original/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PV070731.1,Influenza A virus,GenBank,GCA_047522295.1,SRR31885769,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037944-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H5N1,2,,USA: OR,USA,OR,Anatidae,feces,2024-11-26,SAMN46069842,PRJNA980729,"Influenza A virus (A/Duck/OR/24-037944-001-original/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PV070732.1,Influenza A virus,GenBank,GCA_047522295.1,SRR31885769,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037944-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: OR,USA,OR,Anatidae,feces,2024-11-26,SAMN46069842,PRJNA980729,"Influenza A virus (A/Duck/OR/24-037944-001-original/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PV070733.1,Influenza A virus,GenBank,GCA_047522295.1,SRR31885769,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037944-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: OR,USA,OR,Anatidae,feces,2024-11-26,SAMN46069842,PRJNA980729,"Influenza A virus (A/Duck/OR/24-037944-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PV070734.1,Influenza A virus,GenBank,GCA_047522295.1,SRR31885769,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037944-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: OR,USA,OR,Anatidae,feces,2024-11-26,SAMN46069842,PRJNA980729,"Influenza A virus (A/Duck/OR/24-037944-001-original/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PV070735.1,Influenza A virus,GenBank,GCA_047522295.1,SRR31885769,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037944-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: OR,USA,OR,Anatidae,feces,2024-11-26,SAMN46069842,PRJNA980729,"Influenza A virus (A/Duck/OR/24-037944-001-original/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PV070736.1,Influenza A virus,GenBank,GCA_047522295.1,SRR31885769,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037944-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H5N1,7,,USA: OR,USA,OR,Anatidae,feces,2024-11-26,SAMN46069842,PRJNA980729,"Influenza A virus (A/Duck/OR/24-037944-001-original/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PV070737.1,Influenza A virus,GenBank,GCA_047522295.1,SRR31885769,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037944-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: OR,USA,OR,Anatidae,feces,2024-11-26,SAMN46069842,PRJNA980729,"Influenza A virus (A/Duck/OR/24-037944-001-original/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
